longitude,latitude,a,b,c,d
80.125,16.875,112.04,111.61,111.65,111.38
80.375,16.875,177.26,176.15,175.79,175.43
80.625,16.875,129.53,128.35,128.35,128.5
80.875,16.875,124.95,124.02,123.62,122.35
81.125,16.875,121.36,120.34,119.96,118.84
81.375,16.875,129.64,128.44,127.91,126.83
81.625,16.875,105.42,104.56,104.5,104.05
81.875,16.875,153.06,148.31,145.42,142.76
82.125,16.875,76.659,75.87,75.353,75.215
73.375,17.125,101.93,101.23,100.78,100.45
73.625,17.125,112.53,111.67,111.31,110.83
73.875,17.125,111.23,109.84,109.18,108.26
74.125,17.125,129.39,128.05,127.63,126.42
74.375,17.125,155.93,155,154.8,153.64
74.625,17.125,152.36,151.98,151.91,150.7
74.875,17.125,168.01,167.75,167.56,166.02
75.125,17.125,170.51,170.17,170.22,168.83
75.375,17.125,167.82,167.36,167.06,165.66
75.625,17.125,163.36,162.82,162.23,160.88
75.875,17.125,169.15,168.38,167.31,165.88
76.125,17.125,160.54,159.41,158.3,156.97
76.375,17.125,155.91,154.84,154.13,153.35
76.625,17.125,151.76,151.06,150.58,150.07
76.875,17.125,156.59,155.52,154.87,154.51
77.125,17.125,164.88,164.62,163.91,163.13
77.375,17.125,192.31,190.49,188.81,187.09
77.625,17.125,136.81,136.74,136.12,134.97
77.875,17.125,151.11,151.19,150.72,149.63
78.125,17.125,110.55,110.47,110.92,110.72
78.375,17.125,137.09,135.49,134.6,132.76
78.625,17.125,120.94,120.22,119.89,118.93
78.875,17.125,121.34,120.68,120.14,118.98
79.125,17.125,135.83,134.38,133.11,131.33
79.375,17.125,116.08,115.93,115.78,114.92
79.625,17.125,109.45,109.43,109.4,108.58
79.875,17.125,105.09,105.1,105.15,104.37
80.125,17.125,124.41,123.42,122.77,121.79
80.375,17.125,203.83,201.37,200.02,198.67
80.625,17.125,178.6,177.29,177.09,177.12
80.875,17.125,126.83,125.69,126.16,127.13
81.125,17.125,133.63,132.46,132.05,130.69
81.375,17.125,138.45,137,136.61,135.16
81.625,17.125,152.7,151.16,151.5,150.58
81.875,17.125,144.08,142.36,142.74,141.72
82.125,17.125,172.53,167.22,165.34,162.71
73.375,17.375,104.39,103.69,103.2,102.8
73.625,17.375,108.18,107.46,107.13,106.63
73.875,17.375,117.74,116.57,116.12,115.27
74.125,17.375,122.16,120.92,120.57,119.45
74.375,17.375,171.05,169.9,169.47,168.03
74.625,17.375,145.44,144.9,144.61,143.42
74.875,17.375,159.56,159.42,159.26,158.24
75.125,17.375,133.41,133.85,134.46,133.97
75.375,17.375,157.12,156.83,156.55,155.45
75.625,17.375,137.83,137.64,137.23,136.29
75.875,17.375,156.16,155.46,154.52,153.38
76.125,17.375,161.16,159.76,158.58,157.26
76.375,17.375,123.31,122.81,122.4,121.9
76.625,17.375,149.63,148.67,148.19,147.79
76.875,17.375,155.45,154.69,154.21,153.8
77.125,17.375,170.82,170.31,169.5,168.7
77.375,17.375,161.14,161.05,160.48,159.7
77.625,17.375,169.37,168.87,167.96,166.74
77.875,17.375,152.27,152.43,152.07,151.11
78.125,17.375,103.39,103.47,103.9,103.81
78.375,17.375,100.95,100.53,100.39,99.687
78.625,17.375,123.63,122.7,122.18,121.19
78.875,17.375,122.07,121.42,120.89,119.83
79.125,17.375,101.41,101.03,100.47,99.351
79.375,17.375,113.68,113.37,112.92,111.86
79.625,17.375,104.79,104.69,104.51,103.68
79.875,17.375,97.828,97.798,97.779,97.111
80.125,17.375,119.76,118.92,118.35,118.03
80.375,17.375,190.83,189.46,188.58,187.73
80.625,17.375,159.75,158.32,158.13,158.17
80.875,17.375,206.25,205.36,206.03,207.14
81.125,17.375,147.81,146.17,145.96,144.47
81.375,17.375,89.644,89.123,90.238,89.782
81.625,17.375,108.37,105.82,106.44,104.55
81.875,17.375,121.43,118.71,119.98,118.12
82.125,17.375,127.5,123.39,123.7,120.97
82.375,17.375,155.95,149.41,146.61,142.76
73.375,17.625,98.033,97.454,97.049,96.673
73.625,17.625,102.05,101.43,101.12,100.61
73.875,17.625,107.41,106.51,106.18,105.32
74.125,17.625,91.85,91.383,91.559,90.983
74.375,17.625,153.63,152.5,151.93,150.54
74.625,17.625,160.44,159.64,159.02,157.76
74.875,17.625,150.71,150.47,150.11,149.28
75.125,17.625,144.32,144.23,144.08,143.07
75.375,17.625,140.62,140.69,140.73,140.16
75.625,17.625,152.13,151.45,150.72,149.65
75.875,17.625,186.38,184.94,183.42,181.7
76.125,17.625,151.34,150.04,148.82,147.57
76.375,17.625,161.71,160.48,159.47,158.38
76.625,17.625,134.59,133.62,132.77,131.89
76.875,17.625,153.78,152.71,151.93,151.21
77.125,17.625,149.64,149.38,148.64,147.77
77.375,17.625,138.79,138.84,138.28,137.4
77.625,17.625,152.21,152.33,151.86,150.97
77.875,17.625,226.22,226.18,225.48,224.3
78.125,17.625,154.23,153.14,152.68,151.71
78.375,17.625,133.38,133.18,133.27,132.66
78.625,17.625,105.83,105.26,104.89,103.94
78.875,17.625,110.98,110.33,109.78,108.74
79.125,17.625,104.28,103.98,103.44,102.38
79.375,17.625,135.73,134.78,133.81,132.43
79.625,17.625,120.74,120.33,119.9,119.03
79.875,17.625,110.8,110.37,110,109.22
80.125,17.625,116.92,116.29,115.54,114.7
80.375,17.625,142.62,142.14,141.94,141.91
80.625,17.625,144.09,143.4,143.48,143.88
80.875,17.625,211.65,210.84,211.17,211.89
81.125,17.625,204.65,203.96,204.64,203.67
81.375,17.625,212.06,211.36,213.02,211.92
81.625,17.625,106.05,103.78,105.11,102.75
81.875,17.625,122.21,117.64,118.68,115.13
82.125,17.625,131.69,126.48,127.53,123.84
82.375,17.625,151.15,145.07,143.41,139.42
82.625,17.625,121.2,120.05,120.68,119.37
73.375,17.875,99.822,99.18,98.66,98.106
73.625,17.875,99.549,98.956,98.64,98.141
73.875,17.875,113.26,112.17,111.72,110.67
74.125,17.875,101.86,101.14,101.11,100.26
74.375,17.875,110.58,109.55,109.07,107.83
74.625,17.875,149.01,148.17,147.4,146.16
74.875,17.875,102.81,102.71,102.21,101.3
75.125,17.875,131.62,131.96,131.96,131.35
75.375,17.875,148.51,148.04,147.33,146.19
75.625,17.875,154.69,154.07,153.18,152
75.875,17.875,150.37,149.58,148.62,147.58
76.125,17.875,157.09,155.72,154.37,152.9
76.375,17.875,169.52,168.03,166.85,165.57
76.625,17.875,176.14,174.77,173.69,172.67
76.875,17.875,217.66,216.87,216.31,215.86
77.125,17.875,228.34,227.46,226.23,225.01
77.375,17.875,230.72,229.46,227.95,226.4
77.625,17.875,176.29,177.37,177.34,176.74
77.875,17.875,186.15,187.36,187.27,186.43
78.125,17.875,123.89,123.62,123.79,123.47
78.375,17.875,143.03,142.62,142.41,141.68
78.625,17.875,132.42,132.23,132.04,131.3
78.875,17.875,137.18,136.91,136.63,135.8
79.125,17.875,108.24,107.79,107.17,106.15
79.375,17.875,150.85,148.79,147.08,145.19
79.625,17.875,133.3,132.09,130.87,129.45
79.875,17.875,92.87,92.609,92.256,91.635
80.125,17.875,103.75,103.42,102.87,102.62
80.375,17.875,122.89,122.48,122.03,121.81
80.625,17.875,133.56,132.81,132.44,132.45
80.875,17.875,225.19,223.73,223.16,222.95
81.125,17.875,99.485,98.481,99.415,98.531
81.375,17.875,94.899,94.881,98.304,98.22
81.625,17.875,105.24,105.06,109.64,108.73
81.875,17.875,111.61,108.75,112.48,109.3
82.125,17.875,118.74,114.72,117.63,113.94
82.375,17.875,129.51,125.18,126.71,123.44
82.625,17.875,163.6,155.31,152.01,147.17
82.875,17.875,187.79,182.8,180.04,176.44
83.125,17.875,130.85,128.35,126.82,125.04
73.375,18.125,101.61,100.94,100.33,99.685
73.625,18.125,109.73,108.93,108.45,107.66
73.875,18.125,103.57,102.66,102.3,101.29
74.125,18.125,108.76,108.17,107.87,106.73
74.375,18.125,138.73,137.97,137.36,136.09
74.625,18.125,129.74,129.55,129.24,128.35
74.875,18.125,135.98,135.77,135.26,134.27
75.125,18.125,141.29,141.2,140.83,140.12
75.375,18.125,155.87,155.33,154.48,153.28
75.625,18.125,134.5,133.97,133.16,132.08
75.875,18.125,137.83,136.86,135.63,134.26
76.125,18.125,192.58,191.62,190.69,189.7
76.375,18.125,208.46,207.05,206.06,205.13
76.625,18.125,210.87,209.32,208.29,207.49
76.875,18.125,211.53,210.08,209.2,208.58
77.125,18.125,225.12,223.77,223,222.41
77.375,18.125,218.87,217.81,217.35,216.92
77.625,18.125,181.15,180.77,180.79,180.61
77.875,18.125,180.77,180.02,179.98,179.59
78.125,18.125,116.6,117.52,117.3,116.41
78.375,18.125,129.45,130.38,129.99,128.92
78.625,18.125,143.88,144.43,143.77,142.52
78.875,18.125,140.25,140.8,140.13,138.89
79.125,18.125,159.59,158.6,157.03,155.37
79.375,18.125,140.52,140.86,140.29,139.48
79.625,18.125,148.85,148.85,147.97,147
79.875,18.125,148.77,148.54,147.6,146.75
80.125,18.125,137.82,136.89,136,134.82
80.375,18.125,129.21,128.32,127.71,126.52
80.625,18.125,235.39,234.2,233.59,232.16
80.875,18.125,136.12,135.15,135.04,133.87
81.125,18.125,111.91,110.16,110.38,108.66
81.375,18.125,99.396,99.401,102.74,102.52
81.625,18.125,103.21,103.11,107.65,106.72
81.875,18.125,101.17,101.49,107.99,107.4
82.125,18.125,96.877,96.506,102.82,101.67
82.375,18.125,119.93,116.94,119.22,116.54
82.625,18.125,128.7,124.73,124.96,122.01
82.875,18.125,130.7,127.02,125.07,121.95
83.125,18.125,138.62,131.48,126.83,122.49
83.375,18.125,103.66,101.25,99.731,97.92
73.125,18.375,99.173,98.676,98.011,97.564
73.375,18.375,91.489,91.057,90.598,90.108
73.625,18.375,94.292,93.909,93.671,93.199
73.875,18.375,88.753,88.29,88.174,87.609
74.125,18.375,108.62,108.08,107.71,106.49
74.375,18.375,143.81,143.23,142.75,141.4
74.625,18.375,128.9,128.77,128.58,127.73
74.875,18.375,132.7,132.7,132.42,131.62
75.125,18.375,140.7,140.58,140.04,139.14
75.375,18.375,141.03,140.61,139.83,138.63
75.625,18.375,137.65,137.05,136.25,135.18
75.875,18.375,124.77,124.02,123.23,122.35
76.125,18.375,170.36,169.68,168.97,168.24
76.375,18.375,195.37,194.36,193.56,192.76
76.625,18.375,168.72,168.05,167.52,166.98
76.875,18.375,181.58,180.83,180.26,179.73
77.125,18.375,184.03,183.23,182.59,181.97
77.375,18.375,199.87,198.94,198.5,198.01
77.625,18.375,170.06,169.62,169.48,169.13
77.875,18.375,187.86,187.29,187.07,186.52
78.125,18.375,113.5,114.19,113.77,112.75
78.375,18.375,190.14,190.71,190.24,189.21
78.625,18.375,116.22,116.63,116.03,114.96
78.875,18.375,141.07,141.29,140.55,139.38
79.125,18.375,157.46,156.5,154.93,153.24
79.375,18.375,155.1,154.44,153.08,151.6
79.625,18.375,138.75,138.56,137.68,136.71
79.875,18.375,141.94,141.42,140.33,139.31
80.125,18.375,212.59,211.16,210.14,208.92
80.375,18.375,128.81,127.93,127.25,126.03
80.625,18.375,144.04,142.85,142.2,140.85
80.875,18.375,102.32,101.12,100.76,99.522
81.125,18.375,99.625,99.16,100,99.24
81.375,18.375,97.292,96.981,99.135,98.573
81.625,18.375,106.26,105.34,107.99,106.55
81.875,18.375,105.52,105.48,110.03,109.2
82.125,18.375,120.23,118.52,121.61,119.5
82.375,18.375,118.56,115.68,116.9,114.47
82.625,18.375,127.9,123.02,121.87,118.61
82.875,18.375,130.03,125.27,123.23,120.45
83.125,18.375,144.37,137.58,133.12,129.05
83.375,18.375,153.41,151.78,150.58,149.23
83.625,18.375,164.95,161.13,158.34,155.63
73.125,18.625,100.68,100.22,99.52,99.065
73.375,18.625,101.95,101.61,101.16,100.81
73.625,18.625,99.189,98.836,98.531,97.962
73.875,18.625,132.63,132.16,131.89,131.14
74.125,18.625,135.64,135.3,134.94,133.88
74.375,18.625,79.491,79.308,79.067,78.178
74.625,18.625,107.36,107.3,107.03,106.13
74.875,18.625,143.89,143.62,143.09,141.93
75.125,18.625,142.26,142.06,141.44,140.24
75.375,18.625,145.54,145.12,144.36,143.14
75.625,18.625,169.36,169.08,168.45,167.42
75.875,18.625,189.77,188.8,187.92,187.01
76.125,18.625,152.51,151.64,150.68,149.67
76.375,18.625,198.27,197.34,196.57,195.81
76.625,18.625,201.4,200.41,199.68,198.99
76.875,18.625,188.76,187.96,187.26,186.56
77.125,18.625,172.94,172.37,171.93,171.48
77.375,18.625,178.62,177.9,177.34,176.65
77.625,18.625,170.68,170.11,169.78,169.24
77.875,18.625,163.03,162.7,162.68,162.4
78.125,18.625,170.65,171.14,170.79,169.98
78.375,18.625,180.06,180.3,179.75,178.79
78.625,18.625,176.81,176.98,176.42,175.53
78.875,18.625,182.27,182.24,181.51,180.51
79.125,18.625,209.79,209.39,208.37,207.12
79.375,18.625,201.12,200.63,199.63,198.46
79.625,18.625,204.81,204.24,203.19,202.06
79.875,18.625,203.51,202.78,201.64,200.52
80.125,18.625,214.27,213.2,212.1,210.71
80.375,18.625,189.93,189.14,188.46,187.33
80.625,18.625,142.24,141.09,140.32,138.93
80.875,18.625,101.38,100.19,99.738,98.569
81.125,18.625,96.045,95.483,95.906,95.084
81.375,18.625,96.548,96.467,97.919,97.51
81.625,18.625,110.12,109.21,110.63,109.34
81.875,18.625,113.57,112.15,113.75,112.06
82.125,18.625,117.86,115.3,116.05,113.79
82.375,18.625,125.98,122.24,121.76,119.13
82.625,18.625,123.01,120.45,120.11,118.11
82.875,18.625,134.19,129.82,127.74,125.16
83.125,18.625,136.57,130.89,127.22,123.97
83.375,18.625,176.88,170.9,167.02,163.65
83.625,18.625,145.12,143.31,141.94,140.55
83.875,18.625,114.43,112.1,110.29,108.56
73.125,18.875,99.02,98.426,97.514,96.856
73.375,18.875,96.377,95.901,95.217,94.547
73.625,18.875,96.496,95.901,95.44,94.947
73.875,18.875,90.425,90.078,89.814,89.008
74.125,18.875,157.03,156.24,155.33,153.81
74.375,18.875,74.333,74.592,74.483,73.814
74.625,18.875,143.96,143.73,143.26,142.08
74.875,18.875,138.48,138.4,138.09,137.07
75.125,18.875,132.05,132.15,131.7,130.58
75.375,18.875,180.98,180.92,180.51,179.41
75.625,18.875,150.9,150.66,150.03,148.96
75.875,18.875,150.63,150.01,149.18,148.13
76.125,18.875,161.24,160.33,159.36,158.3
76.375,18.875,172.53,171.59,170.72,169.78
76.625,18.875,170.19,169.29,168.5,167.7
76.875,18.875,145.29,144.55,143.82,143.08
77.125,18.875,139.1,138.21,137.36,136.41
77.375,18.875,177.19,176.41,175.73,174.89
77.625,18.875,180.95,180.28,179.76,179.02
77.875,18.875,186.58,185.86,185.4,184.59
78.125,18.875,190.74,190.55,189.79,188.69
78.375,18.875,214.13,213.73,212.8,211.59
78.625,18.875,219.67,219.1,218.05,216.79
78.875,18.875,220.74,219.99,218.86,217.58
79.125,18.875,225.01,224.09,222.79,221.38
79.375,18.875,137.86,137.08,135.96,134.76
79.625,18.875,205.44,204.55,203.37,202.15
79.875,18.875,199.66,198.69,197.51,196.3
80.125,18.875,90.386,89.53,88.623,87.487
80.375,18.875,132.06,131.11,130.23,128.95
80.625,18.875,97.694,96.713,96.004,94.925
80.875,18.875,100.19,99.261,98.924,97.926
81.125,18.875,101.33,100.42,100.16,99.047
81.375,18.875,87.322,87.362,88.038,87.705
81.625,18.875,112.58,111.39,111.28,109.92
81.875,18.875,109.72,107.67,107.03,105.07
82.125,18.875,100.79,99.329,99.118,97.685
82.375,18.875,123.47,119.49,117.68,115.21
82.625,18.875,125.34,121.42,119.47,117.31
82.875,18.875,128.34,124.02,121.74,119.67
83.125,18.875,155.23,147.71,142.59,138.51
83.375,18.875,119.83,117.29,115.49,114.11
83.625,18.875,150.08,144.18,140.14,136.86
83.875,18.875,160.79,152.65,147.47,143.34
84.125,18.875,154.22,146.78,141.86,137.95
73.125,19.125,93.926,93.822,93.135,92.764
73.375,19.125,90.108,90.079,89.44,89.036
73.625,19.125,95.689,95.176,94.532,93.913
73.875,19.125,93.086,92.877,92.372,91.579
74.125,19.125,71.407,71.446,71.138,70.542
74.375,19.125,115.79,115.86,115.47,114.4
74.625,19.125,136.23,136.06,135.56,134.55
74.875,19.125,128.7,128.98,128.78,127.9
75.125,19.125,154.92,155.35,155.19,154.23
75.375,19.125,192.91,192.61,192,190.8
75.625,19.125,187.66,187.12,186.43,185.36
75.875,19.125,166.29,165.61,164.74,163.63
76.125,19.125,187.89,187.06,186.2,185.22
76.375,19.125,169.21,168.68,168,167.21
76.625,19.125,176.07,175.49,174.72,173.83
76.875,19.125,164.82,164.48,163.91,163.23
77.125,19.125,160.92,160.39,159.9,159.37
77.375,19.125,174.4,173.75,173.16,172.46
77.625,19.125,114.02,113.29,112.63,111.77
77.875,19.125,170.02,169.5,169.13,168.51
78.125,19.125,130.62,130.15,129.33,128.25
78.375,19.125,192.53,191.9,190.94,189.77
78.625,19.125,124.52,123.87,122.94,121.87
78.875,19.125,120.16,119.49,118.59,117.53
79.125,19.125,136.33,135.31,134.13,132.89
79.375,19.125,145.02,143.72,142.27,140.77
79.625,19.125,212.39,211.04,209.85,208.66
79.875,19.125,189.67,188.46,187.33,186.21
80.125,19.125,78.717,77.93,77.085,76.045
80.375,19.125,82.802,82.113,81.447,80.464
80.625,19.125,195.58,194.81,194.15,193
80.875,19.125,97.471,96.736,96.358,95.44
81.125,19.125,128.97,128.43,128.16,127.29
81.375,19.125,93.803,93.112,92.792,91.953
81.625,19.125,105.25,104.06,103.27,101.98
81.875,19.125,111.66,109.69,108.2,106.1
82.125,19.125,110.17,107.98,106.4,104.37
82.375,19.125,120.39,116.42,113.98,111.43
82.625,19.125,123.26,119.15,116.75,114.56
82.875,19.125,126.75,122.42,120.02,118.21
83.125,19.125,154.2,148.64,144.69,141.43
83.375,19.125,157.87,150.84,145.88,142.03
83.625,19.125,157.1,150.28,145.41,141.61
83.875,19.125,163.43,155.38,149.89,145.48
84.125,19.125,161.99,153.66,148.02,143.69
84.375,19.125,167.38,157.81,151.53,146.67
72.875,19.375,90.852,90.818,90.147,89.727
73.125,19.375,84.298,84.484,83.759,83.36
73.375,19.375,88.253,88.373,87.662,87.168
73.625,19.375,96.023,95.691,94.84,93.806
73.875,19.375,83.98,84.243,84.023,83.842
74.125,19.375,133.54,132.79,132,130.67
74.375,19.375,126.81,126.7,126.19,125.02
74.625,19.375,104.15,104.4,104.05,103.09
74.875,19.375,172.19,172.54,172.26,171.28
75.125,19.375,182.11,182.35,182.02,181.02
75.375,19.375,187.07,186.73,186.09,185.02
75.625,19.375,159.2,158.91,158.25,157.19
75.875,19.375,186.65,186.05,185.24,184.16
76.125,19.375,158.59,158,157.26,156.35
76.375,19.375,168.39,167.86,167.18,166.36
76.625,19.375,171.83,171.27,170.65,169.9
76.875,19.375,167.64,167.22,166.62,165.91
77.125,19.375,173.55,172.86,172.21,171.48
77.375,19.375,166.52,165.94,165.4,164.75
77.625,19.375,107.23,106.35,105.5,104.47
77.875,19.375,163.4,162.93,162.55,162
78.125,19.375,115.67,115.04,114.16,113.07
78.375,19.375,115.46,114.7,113.73,112.56
78.625,19.375,112.99,112.24,111.42,110.46
78.875,19.375,118.55,117.77,116.9,115.9
79.125,19.375,136.74,135.8,134.8,133.68
79.375,19.375,150.74,149.28,147.94,146.58
79.625,19.375,207.23,206.03,204.72,203.33
79.875,19.375,92.134,91.134,90.094,89.05
80.125,19.375,170.35,169.18,167.97,166.58
80.375,19.375,100.05,99.325,98.904,98.312
80.625,19.375,101.1,100.78,100.51,99.997
80.875,19.375,103.74,103.13,102.67,101.79
81.125,19.375,101.74,101.26,100.96,100.13
81.375,19.375,117.66,117.34,117.21,116.63
81.625,19.375,92.371,91.689,91.359,90.641
81.875,19.375,99.594,98.696,98.149,97.32
82.125,19.375,105,103.63,102.7,101.47
82.375,19.375,165.77,162.42,160.24,158.06
82.625,19.375,173.73,169.65,167.14,164.95
82.875,19.375,120.59,116.25,113.85,112.02
83.125,19.375,150.56,145.26,141.4,138.22
83.375,19.375,138.82,134.84,131.78,129.19
83.625,19.375,138.43,134.35,131.23,128.71
83.875,19.375,155.53,148.97,144.22,140.39
84.125,19.375,156.68,148.94,143.46,139.25
84.375,19.375,166.46,156.71,150.23,145.25
84.625,19.375,168.78,159.17,153.06,148.42
72.875,19.625,90.158,90.501,89.806,89.292
73.125,19.625,88.306,88.654,87.971,87.369
73.375,19.625,91.483,91.526,90.953,90.379
73.625,19.625,100.13,100.01,99.294,98.403
73.875,19.625,114.59,114.4,113.76,112.74
74.125,19.625,107.9,107.58,106.95,105.86
74.375,19.625,159.26,159.17,158.63,157.46
74.625,19.625,162.54,162.73,162.32,161.33
74.875,19.625,163.35,163.61,163.19,162.17
75.125,19.625,158.12,158.34,157.9,156.94
75.375,19.625,175.99,175.81,175.2,174.14
75.625,19.625,185.78,185.42,184.73,183.67
75.875,19.625,198.11,197.5,196.67,195.53
76.125,19.625,179.41,178.83,178.09,177.14
76.375,19.625,176.55,175.95,175.21,174.3
76.625,19.625,178.13,177.42,176.73,175.87
76.875,19.625,101.39,100.54,99.599,98.496
77.125,19.625,103.55,102.55,101.58,100.49
77.375,19.625,115.76,114.79,113.81,112.71
77.625,19.625,183.82,183.02,182.24,181.32
77.875,19.625,120.21,119.32,118.43,117.37
78.125,19.625,109.06,108.2,107.22,106.05
78.375,19.625,169.09,168.4,167.65,166.74
78.625,19.625,191.13,190.2,189.26,188.12
78.875,19.625,185.22,184.34,183.49,182.45
79.125,19.625,134.55,133.45,132.37,131.11
79.375,19.625,176.49,175.49,174.5,173.39
79.625,19.625,180.79,179.67,178.51,177.28
79.875,19.625,187.84,186.76,185.7,184.63
80.125,19.625,157.62,156.45,155.29,153.99
80.375,19.625,72.878,72.217,71.69,71.339
80.625,19.625,97.702,96.823,96.035,95.084
80.875,19.625,103.28,102.43,101.67,100.6
81.125,19.625,103.7,102.98,102.39,101.4
81.375,19.625,71.675,71.385,71.241,70.823
81.625,19.625,95.263,94.504,94.09,93.45
81.875,19.625,91.728,91.09,90.831,90.385
82.125,19.625,95.14,94.289,93.843,93.252
82.375,19.625,112.59,110.29,108.81,107.49
82.625,19.625,157.76,154.39,152.17,150.11
82.875,19.625,111.19,107.68,105.75,104.29
83.125,19.625,109.86,106.33,103.93,102.09
83.375,19.625,151.74,145.25,140.62,136.93
83.625,19.625,133.65,129.76,126.88,124.54
83.875,19.625,153.43,146.51,141.68,137.96
84.125,19.625,150.2,143.01,137.67,133.27
84.375,19.625,156.22,148.11,142.29,137.77
